title,text,outlet_name,datetime,label,id
"2022 World Cup: Luis Enrique out as Spain coach after shock Morocco elimination, Luis de la Fuente takes over","Changes are coming for La Roja after a shock Morocco exit in Qatar
Luis Enrique is no longer Spain's head coach after La Roja's FIFA 2022 World Cup exit at the hands of Morocco on penalties on Tuesday and has been replaced by Luis de la Fuente.

The 52-year-old Enrique had been in charge since 2018 and led the Spaniards to the semifinals of UEFA Euro 2020, but the Spanish Football Federation (RFEF) have announced that Enrique is gone.
A ""new project"" will be formed and the RFEF said that ""we would like to thank Luis Enrique and his entire coaching staff"" in an official statement.

A new era for Spain ????

Luis Enrique is no longer head coach of the Spanish soccer team after their shock World Cup exit to Morocco. pic.twitter.com/1K9QRJenA3

� CBS Sports Golazo ?? (@CBSSportsGolazo) December 8, 2022

Enrique left his role for a period in 2019 after his late daughter was diagnosed with bone cancer, but returned in time for their Euro run which was ended on penalties against eventual winners Italy in the semifinals.

De la Fuente has worked his way up through under-19, under-21, and under-23 roles in recent years with his main coaching experience at club level as short stint with Alaves back in 2011.
",CBS Sports,8/12/2022 07:09:07,CENTER,75
Luis Enrique out as Spain coach after World Cup elimination,"Announcement comes two days after Spain lost to Morocco 3-0 in a penalty shootout
Doha, December 8

The Spanish soccer federation said on Thursday that Luis Enrique will not continue as coach of the men�s national team following its elimination in the round of 16 of the World Cup.

The announcement comes two days after Spain lost to Morocco 3-0 in a penalty shootout after a scoreless draw in regular and extra time.

The federation thanked Luis Enrique but said it was time to �start a new project� to keep the growth achieved by the coach in recent years.

Spain got off to a good start in Qatar, routing Costa Rica 7-0, but La Roja couldn�t win again in its last three matches. It drew Germany 1-1 and lost 2-1 to Japan before being held by Morocco.

Luis Enrique took over the national team in 2018 to start revamping the squad after its elimination in the round of 16 of the World Cup in Russia. He temporarily left because of the illness and eventual death of his young daughter, but returned in 2019.

He helped Spain reach the last four of the Nations League twice, including this season and last year, when it lost the final to France.

He also led Spain to the semifinals of the European Championship in 2020, losing to Italy in a penalty shootout. AP ",Tribune India,8/12/2022 12:04:49,CENTER,76
Spain coach Luis Enrique leaves role after shock World Cup exit at hands of Morocco ,"Luis Enrique has left his role as coach of Spain's national team after the country crashed out of the World Cup by losing on penalties to Morocco.

The former Real Madrid and Barcelona player had been in the post since 2018. He will be succeeded by the manager of Spain's under-21 team, Luis de la Fuente.

Spain's shock exit in Qatar followed a goalless draw in the last 16 match which saw Enrique's young side struggle to break down a stubborn Moroccan defence, before a disastrous shootout in which they failed to score, going down 3-0.

Yet the team had begun the tournament in style, crushing Costa Rica 7-0 before drawing with Germany and then losing to Japan, qualifying for the knockout phase on goal difference.

The Spanish Football Federation (RFEF) said in a statement that it ""would like to thank Luis Enrique and all his coaching staff for their work at the head of the senior national team over the last few years"".
""The RFEF sports management has sent the president a report in which it is determined that a new project for the Spanish national football team should be started, with the aim of continuing the growth achieved in recent years thanks to the work carried out by Luis Enrique and his collaborators,"" it added.

The federation pointed out that under Enrique, Spain had reached the final four of the UEFA Nations League twice out of three attempts � last year they lost in the final to France � and the semi-finals of Euro 2020, when they lost to the eventual winners Italy on penalties. 

Imposing ""his own stamp and through a defined style"", the federation said the coach had ""placed his faith in young talent and has given hope for the future of the Spanish national team"".  

Luis Enrique took over the national team after the 2018 World Cup in Russia, revamping the squad after the team's elimination in the round of 16.

He temporarily left because of the illness and eventual death of his young daughter, but returned in 2019.",Euronews,8/12/2022 00:43:33,LEFT,77
Luis Enrique steps down as head coach after Spain's FIFA World Cup 2022 loss against Morocco,"Luis Enrique , the Spanish head coach, has resigned from the national team following Spain�s defeat in the Round of 16. In a surprising turn of events, Spain  lost to  in the penalty shootout 3-1. Despite their best efforts, Luis Enrique and his team could not qualify for the quarter-finals. The 52-year-old has been Spain�s coach since 2018. His contract was about to expire after the World Cup this winter.
When asked about his future, Enrique replied that now is not the time to talk about his future. He is happy with the national team and the Spanish football federation. He further added that he needs time to think about what is best for him and his team. The Royal Spanish Football Federation released a statement on Thursday morning. They thanked Enrique and his coaching staff for their hard work with the national team.
They wrote that Luis has been able to make a generational change in the team. Since 2018, he has made several changes in the team, which included bringing in young talent. These changes have led to incredible results for the team. As a coach, Enrique was able to qualify for two final four of the UEFA National League . He also managed to take his team to the semi-finals of Euro 2020.",Times of India,8/12/2022 06:55:05,RIGHT,78
Spain sack Luis Enrique after World Cup flop,"Spain's coach #00 Luis Enrique (R) reacts after losing the penalty shoot-out during the Qatar 2022 World Cup round of 16 football match between Morocco and Spain at the Education City Stadium in Al-Rayyan, west of Doha on December 6, 2022. (Photo by KARIM JAAFAR / AFP)
Spain sacked coach Luis Enrique on Thursday after the 2010 champions were dumped out of the World Cup by Morocco at the last-16 stage, quickly naming his replacement as under-21s boss Luis de la Fuente.

Spain started their campaign in Qatar in style by hammering Costa Rica 7-0 and qualified for the knockout phase despite a shock 2-1 defeat to Japan.

They were strong favourites for their last-16 match against Morocco but crashed out on penalties after the game finished goalless following extra-time.

""Both the president, Luis Rubiales, and the sporting director, Jose Francisco Molina, have told the coach their decision,"" the RFEF (football association) said in a statement.

They said they wanted to thank Luis Enrique and his staff for their work, but had decided to start a ""new project"".

Shortly afterwards, the federation announced that De la Fuentes, who led Spain's men's team to the silver medal at last year's Olympics, was the new man in the hotseat.

Luis Enrique had said he wanted to stay on as coach after the defeat to Morocco on Tuesday.

""I am very happy with the Spanish FA, the president and with (the sporting director),"" he said.

""If it was up to me I would stay all my life, but that is not the case. I have to think calmly what is the best for me and for the national team.""

Spain last lifted a major trophy a decade ago at Euro 2012, while they have not won a single knockout game at the Word Cup since triumphing in South Africa in 2010.

Luis Enrique took over in 2018 after Spain's disappointing showing at the World Cup in Russia, and led La Roja to the semi-finals of Euro 2020, where they were also beaten on penalties, by Italy.

His time as Spain coach was characterised by a firm commitment to maintaining possession.

They attempted more than 1,000 passes against Morocco but ended up with nothing to show for it, forcing Yassine Bounou into only one save before the shootout.

""We dominated the game but we lacked a goal,"" lamented Luis Enrique. ""We could have been more effective in the final third, but I am more than satisfied with what my players did.

""They represented perfectly what my idea of football is.""

AFP",Albawaba,8/12/2022 12:28:41,RIGHT,79
"Spain sack Luis Enrique after World Cup flop, announce Luis de la Fuente as new coach","Spain sacked coach Luis Enrique on Thursday after the 2010 champions were dumped out of the World Cup by Morocco at the last-16 stage earlier this week.

""Both the president, Luis Rubiales, and the sporting director, Jose Francisco Molina, have told the coach their decision,"" the Spanish FA said in a statement.

The federation said they wanted to thank Luis Enrique and his staff for their work, but had decided to start a ""new project"".

""The sporting direction of the RFEF has given the president a report, in which it was determined that a new project should start for the national team, with the objective of continuing the growth achieved in the last few years thanks to Luis Enrique and his colleagues,"" added the RFEF.

Spain hammered Costa Rica 7-0 in their opening game in Qatar but suffered a shock defeat by Japan that resulted in a second-place finish in Group E.

Spain were strong favourites to beat Morocco in the first knockout round but lost 3-0 on penalties after the game finished 0-0 following extra-time.

""We dominated the game but we lacked a goal,"" lamented Luis Enrique after the game.

""We could have been more effective in the final third, but I am more than satisfied with what my players did.

""They represented perfectly what my idea of football is.""

Spain last lifted a major trophy a decade ago at Euro 2012, while they have not won a single knockout game at the World Cup since triumphing in South Africa in 2010.

Luis Enrique took over in 2018 after Spain's disappointing Russia World Cup showing, and led La Roja to the semi-finals of Euro 2020, where they were also beaten on penalties by Italy.

Luis de la Fuente named as new Spain coach

Luis de la Fuente was named as Spain's new coach on Thursday, shortly after Luis Enrique was sacked following the team's exit from the World Cup.

The Spanish football federation confirmed the elevation of their under-21s boss two days after the 2010 champions were eliminated at the last-16 stage in Qatar by Morocco.",News24,8/12/2022 17:11:48,CENTER,80
Spain sack Luis Enrique after World Cup flop,"Spain sacked coach Luis Enrique on Thursday after the 2010 champions were dumped out of the World Cup by Morocco at the last-16 stage, quickly naming his replacement as under-21s boss Luis de la Fuente.
Spain started their campaign in Qatar in style by hammering Costa Rica 7-0 and qualified for the knockout phase despite a shock 2-1 defeat to Japan.
They were strong favourites for their last-16 match against Morocco but crashed out on penalties after the game finished goalless following extra-time.

""Both the president, Luis Rubiales, and the sporting director, Jose Francisco Molina, have told the coach their decision,"" the RFEF (football association) said in a statement.

They said they wanted to thank Luis Enrique and his staff for their work, but had decided to start a ""new project"".

Shortly afterwards, the federation announced that De la Fuentes, who led Spain's men's team to the silver medal at last year's Olympics, was the new man in the hotseat.

Luis Enrique had said he wanted to stay on as coach after the defeat to Morocco on Tuesday.

""I am very happy with the Spanish FA, the president and with (the sporting director),"" he said.

""If it was up to me I would stay all my life, but that is not the case. I have to think calmly what is the best for me and for the national team.""

Spain last lifted a major trophy a decade ago at Euro 2012, while they have not won a single knockout game at the Word Cup since triumphing in South Africa in 2010.

Luis Enrique took over in 2018 after Spain's disappointing showing at the World Cup in Russia, and led La Roja to the semi-finals of Euro 2020, where they were also beaten on penalties, by Italy.

His time as Spain coach was characterised by a firm commitment to maintaining possession.

They attempted more than 1,000 passes against Morocco but ended up with nothing to show for it, forcing Yassine Bounou into only one save before the shootout.

""We dominated the game but we lacked a goal,"" lamented Luis Enrique. ""We could have been more effective in the final third, but I am more than satisfied with what my players did.

""They represented perfectly what my idea of football is.""",Deccan Herald,8/12/2022 00:06:43,LEFT,81
"FIFA World Cup: Luis Enrique sacked as Spain coach, Luis de la Fuente named as replacement","Luis Enrique's sacking came two days after Spain lost to Morocco 3-0 in a penalty shootout after a scoreless draw in regular and extra time to get eliminated from World Cup.

Spain sacked coach Luis Enrique on Thursday after the 2010 champions were dumped out of the World Cup by Morocco at the last-16 stage, quickly naming his replacement as under-21s boss Luis de la Fuente.

Spain started their campaign in Qatar in style by hammering Costa Rica 7-0 and qualified for the knockout phase despite a shock 2-1 defeat to Japan.

They were strong favourites to win their last-16 match against Morocco but crashed out on penalties after the game finished goalless following extra-time.

�Both the president, Luis Rubiales, and the sporting director, Jose Francisco Molina, have told the coach their decision,� the RFEF (football association) said in a statement.

They said they wanted to thank Luis Enrique and his staff for their work, but had decided to start a �new project�.

Shortly afterwards, the federation announced that De la Fuente, who led Spain�s men�s team to the silver medal at last year�s Olympics, was the new man in the hot seat.

Luis Enrique expressed his gratitude to the RFEF for the opportunity he had been given in a farewell message on Instagram.

�What the national team needs is support, in all senses, so that Luis de la Fuente can achieve what he wants,� he wrote, also thanking the players, staff and fans.

�(To) the players, who have been exemplary in their behaviour and faithful to the idea put before them, I am sorry not to have been able to help you more.�

Spain last lifted a major trophy a decade ago at Euro 2012, while they have not won a single knockout game at the Word Cup since triumphing in South Africa in 2010.

New project

Luis Enrique took over in 2018 after Spain�s disappointing showing at the World Cup in Russia, and led La Roja to the semi-finals of Euro 2020, where they were also beaten on penalties, by Italy.

His time as Spain coach was characterised by a firm commitment to maintaining possession.

They attempted more than 1,000 passes against Morocco but ended up with nothing to show for it, forcing Yassine Bounou into only one save before the shootout.

The RFEF announced De la Fuente as Luis Enrique�s replacement and his appointment will be ratified next week by the federation�s board of directors.

�The new coach will make his debut in March for Euro 2024 qualifiers, taking charge of his first games against Norway and Scotland,� the RFEF said in a statement.

De la Fuente will be officially presented on Monday as the new coach.

The 61-year-old likes his teams to keep hold of the ball but is more flexible than Luis Enrique and willing to try other strategies when necessary.

Many of the young players in the Spain World Cup squad previously played for De la Fuente at youth level.",Firstpost News,8/12/2022 04:09:58,RIGHT,82
Luis Enrique replaced as Spain coach after World Cup exit,"Spain's head coach Luis Enrique, center, talks to his players after the penalty shootout at the World Cup round of 16 soccer match between Morocco and Spain, at the Education City Stadium in Al Rayyan, Qatar, Tuesday, Dec. 6, 2022. (AP Photo/Luca Bruno)
DOHA, Qatar (AP) � Luis Enrique was replaced by Luis de la Fuente as Spain's coach on Thursday, two days after the national team was eliminated in the round of 16 at the World Cup.

Spain lost to Morocco 3-0 in a penalty shootout after a scoreless draw in regular and extra time.

The Spanish soccer federation thanked Luis Enrique, but said it was time to �start a new project� to keep the growth achieved by the coach in recent years. It said the change was made after a recommendation by its sporting officials.

Luis Enrique said he was thankful to his players while he was in charge, as well as to federation president Luis Rubiales.

�I'm sorry I wasn't able to help more,� the outgoing coach said in a statement posted on Twitter and Instagram. �It was very special to be part of this.�

He also thanked fans and called for their support to the new coach.

�What the national team needs is support, in all its meaning, so Luis de la Fuente can achieve the goals.�

The 61-year-old De la Fuente, a former left back with Sevilla and Athletic Bilbao, helped Spain's under-19 squad win the European Championship in 2015, and the under-21 team win Euro 2019. He also coached Spain's squad, which won a silver medal at the Tokyo Olympic Games.

De la Fuente had coached the senior national team once, when youth players were used in a friendly against Lithuania because the main squad had to go into isolation because of the coronavirus.

Other candidates who had been considered besides De la Fuente, who was Spain's under-21 coach, included former Belgium manager Roberto Mart�nez and former Athletic Bilbao coach Marcelino Garc�a Toral.

Spain got off to a good start in Qatar, routing Costa Rica 7-0, but La Roja couldn't win again in its last three matches. It drew 1-1 with Germany and lost 2-1 to Japan before being held by Morocco.

Luis Enrique took over the national team in 2018 to start revamping the squad after its elimination in the round of 16 of the World Cup in Russia. He temporarily left because of the illness and eventual death of his young daughter, but returned in 2019.

He helped Spain reach the last four of the Nations League twice, including this season and last year, when it lost the final to France.

He also led Spain to the semifinals of the European Championship last year, losing to Italy in a penalty shootout.

Luis Enrique�s contract ended after the World Cup. The former Barcelona player and coach had said moments after the loss to Morocco that he would take some time to rest before starting talks with the federation about his future. He said he would have liked to stay with the national team �forever,� but knew that it might not be possible.

The 52-year-old Luis Enrique, not long ago seen as one of the most uptight coaches in soccer, had opened up at the World Cup, doing streaming sessions, going on bicycle rides and talking frankly about controversial issues.

The team�s elimination in Qatar raised more questions about whether Spain should start overhauling its soccer philosophy and get rid of the �tiki-taka� ball-possession style that has not produced results recently. Luis Enrique had said he wasn't planning to relinquish the �tiki-taka� if he remained as coach, and De la Fuente also is likely to keep it alive.

De la Fuente is expected to make his debut with the senior team when Spain resumes playing in qualifying for Euro 2024 in March next year. The federation was also changing its sporting director.",SooToday.com,8/12/2022 06:22:39,LEFT,83
"Soccer-Spain coach Luis Enrique fired, De la Fuente takes over","DOHA � Luis Enrique was sacked as Spain coach on Thursday after the team�s elimination in the last-16 at the World Cup with the country�s under-21 manager Luis de la Fuente named as his replacement by the Spanish football federation (RFEF).

Spain were beaten on penalties by Morocco after a goalless draw on Tuesday in an upset result after failing to turn their dominance into a victory.

�The RFEF has chosen Luis de la Fuente as the new (Spain) coach,� RFEF said in a statement.

�The � RFEF has delivered to the president a report in which it determined that a new project should start for the Spain national team, with the aim of continuing the growth achieved in recent years thanks to the work carried out by Luis Enrique (and the staff).

Article content
�Both the RFEF president Luis Rubiales and sports director, Jose Francisco Molina have informed Luis Enrique of the decision. The RFEF would like to thank Luis Enrique and his entire coaching staff for the work done in the last few years.�

The 52-year-old said after the Morocco match that he was to blame for the defeat. Luis Enrique, who was first appointed Spain coach in 2018, had a contract until the end of the year.

He is the fourth manager to get sacked after their teams were eliminated at the World Cup in Qatar.

De la Fuente, 61, joined the RFEF in 2013 as the under-15 manager having worked with players like Marco Asensio, goalkeeper Unai Simon, Eric Garcia, Pau Torres, Pedri, Carlos Soler and Dani Olmo when they were youngsters. (Reporting by Mark Gleeson and Fernando Kallas, editing by Ken Ferris)
",National Post,8/12/2022 23:30:28,RIGHT,84
Luis Enrique out as Spain coach after losing to Morocco in World Cup knockout round,"Announcement comes two days after the Spanish team lost to the Atlas Lions 3-0 in a penalty shootout after a scoreless draw in regular and extra time
The Spanish soccer federation said Thursday that Luis Enrique will not continue as coach of the men's national team following its elimination in the round of 16 of the World Cup.

The announcement comes two days after Spain lost to Morocco 3-0 in a penalty shootout after a scoreless draw in regular and extra time.

The federation thanked Luis Enrique but said it was time to �start a new project� to keep the growth achieved by the coach in recent years.

Spain got off to a good start in Qatar, routing Costa Rica 7-0, but La Roja couldn't win again in its last three matches. It drew Germany 1-1 and lost 2-1 to Japan before being held by Morocco.
Luis Enrique took over the national team in 2018 to start revamping the squad after its elimination in the round of 16 of the World Cup in Russia. He temporarily left because of the illness and eventual death of his young daughter, but returned in 2019.


He helped Spain reach the last four of the Nations League twice, including this season and last year, when it lost the final to France.

He also led Spain to the semifinals of the European Championship in 2020, losing to Italy in a penalty shootout.",Khaleej Times,8/12/2022 11:55:22,RIGHT,85
Fifa World Cup: Luis de la Fuente replaces Luis Enrique as Spain coach after round of 16 loss,"The Spanish federation said they wanted to thank Luis Enrique and his staff for their work, but had decided to start a �new project�.
Luis de la Fuente was named as Spain�s new coach on Thursday, shortly after Luis Enrique was sacked following the team�s exit from the World Cup.

The Spanish football federation confirmed the elevation of their under-21s boss two days after the 2010 champions were eliminated at the last-16 stage in Qatar by Morocco.

Spain sacked coach Luis Enrique on Thursday.

�Both the president, Luis Rubiales, and the sporting director, Jose Francisco Molina, have told the coach their decision,� the Spanish FA said in a statement.

The federation said they wanted to thank Luis Enrique and his staff for their work, but had decided to start a �new project�.

�The sporting direction of the RFEF has given the president a report, in which it was determined that a new project should start for the national team, with the objective of continuing the growth achieved in the last few years thanks to Luis Enrique and his colleagues,� added the RFEF.

Spain hammered Costa Rica 7-0 in their opening game in Qatar but suffered a shock defeat by Japan that resulted in a second-place finish in Group E.

Spain were strong favourites to beat Morocco in the first knockout round but lost 3-0 on penalties after the game finished 0-0 following extra-time.

�We dominated the game but we lacked a goal,� lamented Luis Enrique after the game.

�We could have been more effective in the final third, but I am more than satisfied with what my players did.

�They represented perfectly what my idea of football is.�

Spain last lifted a major trophy a decade ago at Euro 2012, while they have not won a single knockout game at the World Cup since triumphing in South Africa in 2010.

Luis Enrique took over in 2018 after Spain�s disappointing Russia World Cup showing, and led La Roja to the semi-finals of Euro 2020, where they were also beaten on penalties by Italy.",Scroll India,8/12/2022 14:52:48,LEFT,86
Spain sack coach Luis Enrique after Morocco World Cup defeat,"Coach Luis Enrique has been fired after Spain's defeat against Morocco in the World Cup Round of 16, the Spanish football federation announced on Thursday.

Spain were beaten on penalties after a goalless draw on Tuesday in an upset result after failing to turn their dominance into a victory.

The 52-year-old coach said after the match that he was to blame for the defeat.

Enrique, who was first appointed Spain coach in 2018, had a contract until the end of the year but it will not be renewed. He has been replaced by Spain's under-21 coach Jose Luis de la Fuente.

The federation thanked Enrique but said it was time to �start a new project�.

""Both the president, Luis Rubiales, and the sporting director, Jose Francisco Molina, have told the coach their decision,"" the Spanish FA said in a statement.

""The sporting direction of the RFEF has given the president a report, in which it was determined that a new project should start for the national team, with the objective of continuing the growth achieved in the last few years thanks to Luis Enrique and his colleagues,"" added the RFEF.

Spain last lifted a major trophy a decade ago at Euro 2012, while they have not won a single knockout game at the World Cup since triumphing in South Africa in 2010.

Enrique took over in 2018 after Spain's disappointing Russia World Cup showing, and led La Roja to the semi-finals of Euro 2020, where they were also beaten on penalties by Italy.

Spain got off to a good start in Qatar, routing Costa Rica 7-0, but La Roja couldn't win again in their last three matches, drawing 1-1 with Germany and losing 2-1 to Japan before being held by Morocco.",The National,8/12/2022 03:30:03,LEFT,87
Spain sack coach Luis Enrique after Morocco World Cup loss,"Spain were unceremoniously dumped out of the World Cup over the weekend but that was nothing to the fate of the coach.

Spain sacked coach Luis Enrique on Thursday after the 2010 champions were dumped out of the World Cup by Morocco at the last-16 stage earlier this week.

�Both the president, Luis Rubiales, and the sporting director, Jose Francisco Molina, have told the coach their decision,� the Spanish FA said in a statement.

The federation said they wanted to thank Luis Enrique and his staff for their work, but had decided to start a �new project�.

�The sporting direction of the RFEF has given the president a report, in which it was determined that a new project should start for the national team, with the objective of continuing the growth achieved in the last few years thanks to Luis Enrique and his colleagues,� added the RFEF.

Spain hammered Costa Rica 7-0 in their opening game in Qatar but suffered a shock defeat by Japan that resulted in a second-place finish in Group E.

Spain were strong favourites to beat Morocco in the first knockout round but lost 3-0 on penalties after the game finished 0-0 following extra-time.

�We dominated the game but we lacked a goal,� lamented Luis Enrique after the game.

�We could have been more effective in the final third, but I am more than satisfied with what my players did.

�They represented perfectly what my idea of football is.�

Spain last lifted a major trophy a decade ago at Euro 2012, while they have not won a single knockout game at the World Cup since triumphing in South Africa in 2010.

Luis Enrique took over in 2018 after Spain�s disappointing Russia World Cup showing, and led La Roja to the semi-finals of Euro 2020, where they were also beaten on penalties by Italy.",News,8/12/2022 13:25:41,RIGHT,88
Spain coach Luis Enrique departs after FIFA World Cup exit,"Spain were beaten on penalties by Morocco after a goalless draw on Tuesday in an upset result after failing to turn their dominance in the game into a victory.

Spain coach Luis Enrique has left his job after the country's elimination in the last-16 at the World Cup, the Spanish football federation said on Twitter on Thursday.

Spain were beaten on penalties by Morocco after a goalless draw on Tuesday in an upset result after failing to turn their dominance in the game into a victory.

The 52-year-old coach said after the match that he was to blame for the defeat.

Enrique, who was first appointed Spain coach in 2018, had a contract until the end of the year.",Hindustan Times,8/12/2022 01:53:32,LEFT,89
Luis Enrique replaced as Spain coach after World Cup exit,"DOHA, Qatar (AP) � Luis Enrique was replaced by Luis de la Fuente as Spain's coach on Thursday, two days after the national team was eliminated in the round of 16 at the World Cup .
Spain's head coach Luis Enrique, center, talks to his players after the penalty shootout at the World Cup round of 16 soccer match between Morocco and Spain, at the Education City Stadium in Al Rayyan, Qatar, Tuesday, Dec. 6, 2022. (AP Photo/Luca Bruno)
DOHA, Qatar (AP) � Luis Enrique was replaced by Luis de la Fuente as Spain's coach on Thursday, two days after the national team was eliminated in the round of 16 at the World Cup.

Spain lost to Morocco 3-0 in a penalty shootout after a scoreless draw in regular and extra time.

The Spanish soccer federation thanked Luis Enrique, but said it was time to �start a new project� to keep the growth achieved by the coach in recent years. It said the change was made after a recommendation by its sporting officials.

Luis Enrique said he was thankful to his players while he was in charge, as well as to federation president Luis Rubiales.

�I'm sorry I wasn't able to help more,� the outgoing coach said in a statement posted on Twitter and Instagram. �It was very special to be part of this.�

He also thanked fans and called for their support to the new coach.

�What the national team needs is support, in all its meaning, so Luis de la Fuente can achieve the goals.�

The 61-year-old De la Fuente, a former left back with Sevilla and Athletic Bilbao, helped Spain's under-19 squad win the European Championship in 2015, and the under-21 team win Euro 2019. He also coached Spain's squad, which won a silver medal at the Tokyo Olympic Games.

De la Fuente had coached the senior national team once, when youth players were used in a friendly against Lithuania because the main squad had to go into isolation because of the coronavirus.

Other candidates who had been considered besides De la Fuente, who was Spain's under-21 coach, included former Belgium manager Roberto Mart�nez and former Athletic Bilbao coach Marcelino Garc�a Toral.

Spain got off to a good start in Qatar, routing Costa Rica 7-0, but La Roja couldn't win again in its last three matches. It drew 1-1 with Germany and lost 2-1 to Japan before being held by Morocco.

Luis Enrique took over the national team in 2018 to start revamping the squad after its elimination in the round of 16 of the World Cup in Russia. He temporarily left because of the illness and eventual death of his young daughter, but returned in 2019.

He helped Spain reach the last four of the Nations League twice, including this season and last year, when it lost the final to France.

He also led Spain to the semifinals of the European Championship last year, losing to Italy in a penalty shootout.

Luis Enrique�s contract ended after the World Cup. The former Barcelona player and coach had said moments after the loss to Morocco that he would take some time to rest before starting talks with the federation about his future. He said he would have liked to stay with the national team �forever,� but knew that it might not be possible.

The 52-year-old Luis Enrique, not long ago seen as one of the most uptight coaches in soccer, had opened up at the World Cup, doing streaming sessions, going on bicycle rides and talking frankly about controversial issues.

The team�s elimination in Qatar raised more questions about whether Spain should start overhauling its soccer philosophy and get rid of the �tiki-taka� ball-possession style that has not produced results recently. Luis Enrique had said he wasn't planning to relinquish the �tiki-taka� if he remained as coach, and De la Fuente also is likely to keep it alive.

De la Fuente is expected to make his debut with the senior team when Spain resumes playing in qualifying for Euro 2024 in March next year. The federation was also changing its sporting director.

___

AP World Cup coverage: https://apnews.com/hub/world-cup and https://twitter.com/AP_Sports

Tales Azzoni, The Associated Press",Sasktoday.ca,8/12/2022 07:55:03,RIGHT,90
Luis Enrique leaves Spain job with Luis de la Fuente set to replace him,"Luis Enrique�s contract with Spain, which expires at the end of this year, will not be renewed. Photograph: Koji Watanabe/Getty Images
PA Media and Reuters
Thu 8 Dec 2022 12.51 GMT
Luis Enrique has left his post as Spain manager after the side�s World Cup last-16 exit to Morocco, with the national team�s under-21 coach, Luis de la Fuente, to replace him.

The Spanish FA (RFEF) issued a statement on Thursday thanking Luis Enrique for his service and expressing its desire to start �a new project� for the national team. A subsequent statement added: �The RFEF has chosen Luis de la Fuente as the new national coach.

�The sporting management of the RFEF has handed to the president a report in which it is determined a new project should start for the Spain national team, with the aim of continuing with the growth achieved in recent years thanks to the work of Luis Enrique and his coaches.

�Both the president, Luis Rubiales, and the sports director, Jose Francisco Molina, have transmitted the decision to [Luis Enrique]. The RFEF energetically wishes Luis Enrique and his team the best of luck in their future professional projects.�

De La Fuente�s appointment is set to be confirmed next Monday, 12 December, in a meeting of the RFEF�s board of directors. The 61-year-old has previously managed Spain�s youth sides at under-19 and under-21 level, winning European titles with both age groups.

Luis Enrique, who guided Barcelona to Champions League glory in 2015, took charge of his country in 2018, shortly after Spain�s exit from that year�s World Cup. He stepped aside for four months in 2019 for personal reasons but returned to oversee a youthful Spanish side�s run to the semi-finals of Euro 2020.

Spain also reached a Nations League final under his guidance but the coach�s future had been the subject of speculation for some time, with reports he was considering a return to club football after the World Cup. Enrique had been unwilling to discuss the situation after Tuesday�s loss, beyond accepting the blame for Spain�s early exit.

The 2010 winners had begun their World Cup campaign in style with a 7-0 thrashing of Costa Rica but were then held to a draw by Germany and beaten by Japan in their final group game. They went out 3-0 on penalties to Morocco after being held to a goalless draw over 120 minutes.

",The Guardian,8/12/2022 13:18:20,LEFT,91
